"Date/Time","Year","Month","Mean Max Temp (Â°C)","Mean Max Temp Flag","Mean Min Temp (Â°C)","Mean Min Temp Flag","Mean Temp (Â°C)","Mean Temp Flag","Extr Max Temp (Â°C)","Extr Max Temp Flag","Extr Min Temp (Â°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1907-07","1907","07","26.3","","13.1","","19.7","","30.6","","6.7","","94.7","","0.0","","94.7","","","",,"",,""
"1907-08","1907","08","25.1","","9.4","","17.3","","33.9","","3.9","","28.7","","0.0","","28.7","","","",,"",,""
"1907-09","1907","09","19.7","","9.1","","14.4","","28.9","","-1.1","","84.3","","0.0","","84.3","","","",,"",,""
"1907-10","1907","10","10.8","","-0.2","","5.3","","18.9","S","-7.8","S","67.6","","3.6","","71.1","","","",,"",,""
"1907-11","1907","11","3.7","","-3.9","","-0.1","","12.2","","-13.3","","85.6","","14.0","","99.6","","","",,"",,""
"1907-12","1907","12","-1.6","","-8.6","","-5.1","","7.8","","-21.7","","20.6","","87.9","","108.5","","","",,"",,""
"1908-01","1908","01","-5.9","","-18.3","","-12.1","","4.4","","-33.9","","3.3","","76.7","","80.0","","","",,"",,""
"1908-02","1908","02","-6.9","","-17.9","","-12.4","","3.9","","-35.0","","24.4","","89.4","","113.8","","","",,"",,""
"1908-03","1908","03","0.1","","-10.1","","-5.0","","6.1","","-23.3","S","56.9","","33.5","","90.4","","","",,"",,""
"1908-04","1908","04","7.6","","-2.3","","2.7","","18.9","","-14.4","","34.0","","10.2","","44.2","","","",,"",,""
"1908-05","1908","05","20.2","","8.8","","14.5","","30.6","","-0.6","","138.7","","0.0","","138.7","","","",,"",,""
"1908-06","1908","06","26.4","","11.6","","19.0","","33.3","","4.4","","33.3","","0.0","","33.3","","","",,"",,""
"1908-07","1908","07","28.5","","15.3","","21.9","","35.6","","9.4","","70.4","","0.0","","70.4","","","",,"",,""
"1908-08","1908","08","26.2","","12.1","","19.2","","32.2","","6.1","","43.7","","0.0","","43.7","","","",,"",,""
"1908-09","1908","09","25.1","","10.0","","17.6","","35.6","","1.1","","25.4","","0.0","","25.4","","","",,"",,""
"1908-10","1908","10","15.6","","3.6","","9.6","","27.2","","-2.8","","57.9","","0.0","","57.9","","","",,"",,""
"1908-11","1908","11","3.8","","-2.4","","0.7","","14.4","","-10.6","","37.6","","25.1","","62.7","","","",,"",,""
"1908-12","1908","12","-4.7","","-14.9","","-9.8","","11.7","","-26.7","S","5.3","","105.9","","111.3","","","",,"",,""
"1909-01","1909","01","-5.5","","-15.3","","-10.4","","4.4","","-27.8","","62.5","","30.2","","92.7","","","",,"",,""
"1909-02","1909","02","-3.8","","-14.4","","-9.1","","5.6","","-26.7","","18.3","","41.1","","59.4","","","",,"",,""
"1909-03","1909","03","0.5","","-9.3","","-4.4","","7.2","","-19.4","","35.1","","61.0","","96.0","","","",,"",,""
"1909-04","1909","04","7.8","","-1.7","","3.1","","17.8","","-10.0","","75.2","","19.1","","94.2","","","",,"",,""
"1909-05","1909","05","17.3","","6.7","","12.0","","24.4","","-1.1","","148.3","","0.0","","148.3","","","",,"",,""
"1909-06","1909","06","25.4","","11.9","","18.7","","33.3","","4.4","","64.0","","0.0","","64.0","","","",,"",,""
"1909-07","1909","07","25.2","","13.9","","19.6","","32.2","","8.3","","119.1","","0.0","","119.1","","","",,"",,""
"1909-08","1909","08","26.7","","13.2","","20.0","","35.6","","5.6","","79.0","","0.0","","79.0","","","",,"",,""
"1909-09","1909","09","19.9","","8.9","","14.4","","29.4","","2.8","","71.4","","0.0","","71.4","","","",,"",,""
"1909-10","1909","10","12.1","","2.7","","7.4","","25.0","","-5.6","","28.2","","0.0","","28.2","","","",,"",,""
"1909-11","1909","11","5.9","","-1.9","","2.0","","17.8","","-14.4","","74.4","","6.4","","80.8","","","",,"",,""
"1909-12","1909","12","-4.3","","-10.3","","-7.3","","2.2","","-22.8","","0.0","","37.8","","37.8","","","",,"",,""
"1910-01","1910","01","-3.4","","-12.2","","-7.8","","5.0","","-27.8","S","34.5","","23.9","","58.4","","","",,"",,""
"1910-02","1910","02","-5.3","","-15.9","","-10.6","","6.1","","-28.3","","2.0","","56.4","","58.4","","","",,"",,""
"1910-03","1910","03","5.9","","-4.1","","0.9","","22.8","","-19.4","","25.1","","11.4","","36.6","","","",,"",,""
"1910-04","1910","04","14.4","","3.2","","8.8","","24.4","","-5.6","","52.3","","0.0","","52.3","","","",,"",,""
"1910-05","1910","05","17.9","","6.7","","12.3","","26.7","","1.1","S","47.2","","0.0","","47.2","","","",,"",,""
"1910-06","1910","06","24.6","","11.8","","18.2","","31.7","","0.0","","31.5","","0.0","","31.5","","","",,"",,""
"1910-07","1910","07","27.7","","15.0","","21.4","","33.9","","11.1","","60.5","","0.0","","60.5","","","",,"",,""
"1910-08","1910","08","25.5","","13.1","","19.3","","30.6","","5.6","","109.7","","0.0","","109.7","","","",,"",,""
"1910-09","1910","09","19.2","","7.1","","13.2","","25.0","","2.2","S","52.3","","0.0","","52.3","","","",,"",,""
"1910-10","1910","10","12.9","","3.4","","8.2","","22.8","","-3.9","","93.7","","1.8","","95.5","","","",,"",,""
"1910-11","1910","11","2.8","","-2.4","","0.2","","13.9","","-8.3","","21.6","","23.9","","45.5","","","",,"",,""
"1910-12","1910","12","-6.6","","-15.8","","-11.2","","2.2","","-31.7","","0.0","","41.7","","41.7","","","",,"",,""
"1911-01","1911","01","-5.0","","-17.9","","-11.5","","4.4","","-27.8","","0.5","","39.1","","39.6","","","",,"",,""
"1911-02","1911","02","-5.8","","-15.9","","-10.9","","3.9","","-27.2","","5.1","","66.5","","71.6","","","",,"",,""
"1911-03","1911","03","-0.3","","-11.1","","-5.7","","7.8","","-21.7","","6.6","","49.8","","56.4","","","",,"",,""
"1911-04","1911","04","10.1","","-1.9","","4.1","","27.2","","-15.6","S","27.2","","10.2","","37.3","","","",,"",,""
"1911-05","1911","05","24.6","","9.9","","17.3","","34.4","S","-4.4","","71.1","","0.0","","71.1","","","",,"",,""
"1911-06","1911","06","23.7","","12.6","","18.2","","31.1","","7.2","","92.5","","0.0","","92.5","","","",,"",,""
"1911-07","1911","07","28.9","","14.9","","21.9","","36.7","","8.9","","70.9","","0.0","","70.9","","","",,"",,""
"1911-08","1911","08","28.2","","14.4","","21.3","","36.7","","6.1","","37.3","","0.0","","37.3","","","",,"",,""
"1911-09","1911","09","19.8","","7.9","","13.9","","27.2","","-1.7","S","75.7","","0.0","","75.7","","","",,"",,""
"1911-10","1911","10","13.6","","3.3","","8.5","","22.2","","-4.4","","53.3","","0.8","","54.1","","","",,"",,""
"1911-11","1911","11","3.0","","-4.7","","-0.9","","15.6","","-14.4","","43.9","","30.5","","74.4","","","",,"",,""
"1911-12","1911","12","-0.1","","-6.3","","-3.2","","11.1","","-20.0","","33.3","","34.8","","68.1","","","",,"",,""
"1912-01","1912","01","-11.8","","-21.2","","-16.5","","2.2","","-32.2","S","2.8","","63.2","","66.0","","","",,"",,""
"1912-02","1912","02","-6.1","","-16.1","","-11.1","","1.7","S","-31.1","","1.8","","75.4","","77.2","","","",,"",,""
"1912-03","1912","03","-1.1","","-12.9","","-7.0","","6.7","","-27.2","","0.5","","35.6","","36.1","","","",,"",,""
"1912-04","1912","04","9.6","","-1.7","","4.0","","19.4","","-13.9","","66.0","","5.1","","71.1","","","",,"",,""
"1912-05","1912","05","19.2","","7.8","","13.5","","27.8","","0.6","","132.1","","0.0","","132.1","","","",,"",,""
"1912-06","1912","06","23.1","","9.8","","16.5","","31.1","","3.9","","34.3","","0.0","","34.3","","","",,"",,""
"1912-07","1912","07","27.3","","13.9","","20.6","","35.6","S","7.8","","98.8","","0.0","","98.8","","","",,"",,""
"1912-08","1912","08","22.2","","11.8","","17.0","","27.8","","4.4","","125.5","","0.0","","125.5","","","",,"",,""
"1912-09","1912","09","18.9","","9.9","","14.4","","26.7","","-2.2","","101.9","","0.0","","101.9","","","",,"",,""
"1912-10","1912","10","14.7","","4.2","","9.5","","23.9","","-3.3","","62.7","","0.0","","62.7","","","",,"",,""
"1912-11","1912","11","4.9","","-2.3","","1.3","","14.4","S","-15.0","","65.8","","58.4","","124.2","","","",,"",,""
"1912-12","1912","12","-0.7","","-9.7","","-5.2","","10.0","","-20.6","","29.7","","25.4","","55.1","","","",,"",,""
"1913-01","1913","01","-1.2","","-11.0","","-6.1","","5.6","S","-26.7","","55.1","","60.2","","115.3","","","",,"",,""
"1913-02","1913","02","-6.1","","-17.7","","-11.9","","3.3","","-27.8","","0.0","","59.7","","59.7","","","",,"",,""
"1913-03","1913","03","1.7","","-8.1","","-3.2","","15.0","","-25.6","","55.9","","61.5","","117.3","","","",,"",,""
"1913-04","1913","04","13.6","","1.3","","7.5","","30.0","S","-6.1","","50.8","","0.0","","50.8","","","",,"",,""
"1913-05","1913","05","18.3","","5.9","","12.1","","31.7","S","-1.7","","60.7","","0.0","","60.7","","","",,"",,""
"1913-06","1913","06","25.4","","10.4","","17.9","","33.9","S","1.7","","20.8","","0.0","","20.8","","","",,"",,""
"1913-07","1913","07","28.2","","14.2","","21.2","","37.8","","7.2","","58.4","","0.0","","58.4","","","",,"",,""
"1913-08","1913","08","26.1","","12.8","","19.5","","36.1","","3.3","","79.5","","0.0","","79.5","","","",,"",,""
"1913-09","1913","09","19.9","","7.7","","13.8","","31.1","","-1.1","","68.3","","0.0","","68.3","","","",,"",,""
"1913-10","1913","10","14.9","","5.8","","10.4","","25.6","S","-5.6","","103.6","","0.0","","103.6","","","",,"",,""
"1913-11","1913","11","7.3","","-0.8","","3.3","","17.2","","-8.3","","63.0","","5.1","","68.1","","","",,"",,""
"1913-12","1913","12","-0.4","","-8.1","","-4.3","","6.1","","-20.6","S","14.7","","43.2","","57.9","","","",,"",,""
"1914-01","1914","01","-6.2","","-16.6","","-11.4","","5.0","S","-34.4","","16.3","","77.2","","93.5","","","",,"",,""
"1914-02","1914","02","-8.3","","-20.3","","-14.3","","5.6","","-34.4","","0.0","","27.9","","27.9","","","",,"",,""
"1914-03","1914","03","0.6","","-8.2","","-3.8","","8.9","","-18.9","S","10.2","","24.4","","34.5","","","",,"",,""
"1914-04","1914","04","8.9","","-1.3","","3.8","","21.1","","-10.6","","52.6","","10.2","","62.7","","","",,"",,""
"1914-05","1914","05","23.2","","7.4","","15.3","","33.9","","-0.6","S","7.6","","0.0","","7.6","","","",,"",,""
"1914-06","1914","06","24.0","","10.6","","17.3","","32.8","","3.3","","56.1","","0.0","","56.1","","","",,"",,""
"1914-07","1914","07","27.1","","13.8","","20.5","","33.3","","6.7","","35.8","","0.0","","35.8","","","",,"",,""
"1914-08","1914","08","25.3","","12.1","","18.7","","32.2","S","5.0","","60.5","","0.0","","60.5","","","",,"",,""
"1914-09","1914","09","21.0","","8.0","","14.5","","33.3","","-1.1","","53.1","","0.0","","53.1","","","",,"",,""
"1914-10","1914","10","14.7","","4.5","","9.6","","25.0","S","-5.6","","47.0","","0.0","","47.0","","","",,"",,""
"1914-11","1914","11","3.1","","-4.9","","-0.9","","18.3","","-18.9","","43.2","","45.7","","88.9","","","",,"",,""
"1914-12","1914","12","-4.0","","-12.8","","-8.4","","7.8","","-31.7","","16.8","","45.7","","62.5","","","",,"",,""
"1915-01","1915","01","-5.1","","-14.1","","-9.6","","4.4","","-31.7","","24.6","","54.6","","79.2","","","",,"",,""
"1915-02","1915","02","-2.8","","-11.2","","-7.0","","4.4","","-23.9","","17.5","","38.9","","56.4","","","",,"",,""
"1915-03","1915","03","1.3","","-7.9","","-3.3","","7.8","","-16.1","","11.9","","5.1","","17.0","","","",,"",,""
"1915-04","1915","04","16.1","","3.6","","9.9","","30.6","S","-3.9","S","25.1","","0.0","T","25.1","","","",,"",,""
"1915-05","1915","05","17.3","","4.8","","11.1","","26.1","","0.0","S","47.2","","0.0","","47.2","","","",,"",,""
"1915-06","1915","06","24.9","","11.4","","18.2","","32.2","","0.6","","74.7","","0.0","","74.7","","","",,"",,""
"1915-07","1915","07","27.0","","13.8","","20.4","","33.3","","10.0","","53.8","","0.0","","53.8","","","",,"",,""
"1915-08","1915","08","23.1","","13.1","","18.1","","30.0","S","3.3","","180.1","","0.0","","180.1","","","",,"",,""
"1915-09","1915","09","21.8","","10.6","","16.2","","31.7","","1.7","S","72.9","","0.0","","72.9","","","",,"",,""
"1915-10","1915","10","14.4","","4.7","","9.6","","22.2","","-2.8","","33.0","","0.0","","33.0","","","",,"",,""
"1915-11","1915","11","5.1","","-1.6","","1.8","","16.1","","-10.0","","28.2","","1.3","","29.5","","","",,"",,""
"1915-12","1915","12","-2.7","","-9.8","","-6.3","","2.8","","-22.2","","9.1","","97.8","","106.9","","","",,"",,""
"1916-01","1916","01","-3.1","","-13.7","","-8.4","","5.6","","-26.7","","51.3","","55.4","","106.7","","","",,"",,""
"1916-02","1916","02","-6.8","","-15.8","","-11.3","","5.0","","-28.3","","0.0","","108.0","","108.0","","","",,"",,""
"1916-03","1916","03","-2.5","","-13.6","","-8.1","","11.1","","-27.2","","0.0","","68.1","","68.1","","","",,"",,""
"1916-04","1916","04","11.1","","-4.2","","3.5","","22.8","","-12.8","","41.9","","26.7","","68.6","","","",,"",,""
"1916-05","1916","05","17.3","","7.2","","12.3","","27.8","","0.6","S","175.0","","0.0","T","175.0","","","",,"",,""
"1916-06","1916","06","22.1","","11.6","","16.9","","28.3","","5.0","","107.7","","0.0","","107.7","","","",,"",,""
"1916-07","1916","07","30.3","","17.2","","23.8","","37.8","","11.1","","38.1","","0.0","","38.1","","","",,"",,""
"1916-08","1916","08","28.3","","14.3","","21.3","","36.7","S","6.7","","43.9","","0.0","","43.9","","","",,"",,""
"1916-09","1916","09","20.3","","9.6","","15.0","","28.3","S","2.2","","80.0","","0.0","","80.0","","","",,"",,""
"1916-10","1916","10","13.2","","2.2","","7.7","","25.0","","-4.4","","74.2","","0.0","T","74.2","","","",,"",,""
"1916-11","1916","11","3.3","","-4.3","","-0.5","","16.7","","-18.9","","46.5","","8.4","","54.9","","","",,"",,""
"1916-12","1916","12","-4.7","","-12.3","","-8.5","","7.8","","-28.9","","15.2","","47.8","","63.0","","","",,"",,""
"1917-01","1917","01","-7.9","","-17.3","","-12.6","","0.6","S","-28.9","","2.8","","100.6","","103.4","","","",,"",,""
"1917-02","1917","02","-8.4","","-20.2","","-14.3","","2.8","","-31.7","S","0.0","T","49.8","","49.8","","","",,"",,""
"1917-03","1917","03","0.3","","-9.1","","-4.4","","10.0","","-19.4","","15.0","","81.5","","96.5","","","",,"",,""
"1917-04","1917","04","8.9","","-0.3","","4.3","","18.9","S","-8.9","","52.1","","10.2","","62.2","","","",,"",,""
"1917-05","1917","05","14.8","","4.0","","9.4","","27.2","","-1.1","","46.5","","0.0","","46.5","","","",,"",,""
"1917-06","1917","06","23.1","","11.7","","17.4","","29.4","","2.8","","65.5","","0.0","","65.5","","","",,"",,""
"1917-07","1917","07","27.2","","15.8","","21.5","","36.7","","10.0","","72.9","","0.0","","72.9","","","",,"",,""
"1917-08","1917","08","25.8","","14.1","","20.0","","37.8","","7.8","","86.4","","0.0","","86.4","","","",,"",,""
"1917-09","1917","09","20.1","","7.3","","13.7","","27.2","","0.0","","30.5","","0.0","","30.5","","","",,"",,""
"1917-10","1917","10","9.6","","2.1","","5.9","","16.7","","-3.9","","131.6","","0.0","","131.6","","","",,"",,""
"1917-11","1917","11","1.7","","-6.0","","-2.2","","10.0","","-22.2","","8.9","","26.7","","35.6","","","",,"",,""
"1917-12","1917","12","-9.4","","-18.7","","-14.1","","3.3","","-35.0","","6.6","","68.6","","75.2","","","",,"",,""
"1918-01","1918","01","-11.1","","-19.0","","-15.1","","-2.8","","-29.4","","0.0","","80.3","","80.3","","","",,"",,""
"1918-02","1918","02","-6.7","","-18.8","","-12.8","","5.0","S","-33.3","","21.8","","60.5","","82.3","","","",,"",,""
"1918-03","1918","03","1.2","","-8.6","","-3.7","","11.1","","-21.1","","0.0","","49.0","","49.0","","","",,"",,""
"1918-04","1918","04","12.4","","-0.2","","6.1","","23.9","","-8.3","","28.2","","7.6","","35.8","","","",,"",,""
"1918-05","1918","05","20.6","","7.7","","14.2","","30.0","","-2.2","","45.7","","0.0","","45.7","","","",,"",,""
"1918-06","1918","06","23.1","","10.1","","16.6","","32.2","","2.8","","79.5","","0.0","","79.5","","","",,"",,""
"1918-07","1918","07","27.3","","14.9","","21.1","","35.6","","8.3","S","85.9","","0.0","","85.9","","","",,"",,""
"1918-08","1918","08","26.2","","13.4","","19.8","","33.3","","6.7","S","74.2","","0.0","","74.2","","","",,"",,""
"1918-09","1918","09","16.9","","7.5","","12.2","","26.7","","-1.1","","142.7","","0.0","","142.7","","","",,"",,""
"1918-10","1918","10","13.0","","3.8","","8.4","","20.0","","-2.8","","131.3","","0.0","","131.3","","","",,"",,""
"1918-11","1918","11","5.1","","-1.7","","1.7","","11.1","S","-11.7","","55.1","","8.9","","64.0","","","",,"",,""
"1918-12","1918","12","-3.4","","-10.2","","-6.8","","6.1","","-20.6","","34.0","","50.8","","84.8","","","",,"",,""
"1919-01","1919","01","-3.8","","-12.8","","-8.3","","2.8","S","-30.0","S","19.6","","45.5","","65.0","","","",,"",,""
"1919-02","1919","02","-3.4","","-12.5","","-8.0","","2.2","","-22.8","","1.0","","39.4","","40.4","","","",,"",,""
"1919-03","1919","03","1.6","","-8.4","","-3.4","","8.3","S","-21.7","S","43.9","","69.9","","113.8","","","",,"",,""
"1919-04","1919","04","8.6","","-1.1","","3.8","","20.6","","-16.1","","71.9","","11.4","","83.3","","","",,"",,""
"1919-05","1919","05","18.4","","7.5","","13.0","","28.9","","0.0","","95.8","","0.0","","95.8","","","",,"",,""
"1919-06","1919","06","28.2","","15.4","","21.8","","35.6","S","6.7","","59.9","","0.0","","59.9","","","",,"",,""
"1919-07","1919","07","29.2","","15.3","","22.3","","37.2","","10.0","","40.4","","0.0","","40.4","","","",,"",,""
"1919-08","1919","08","25.3","","13.3","","19.3","","33.3","","5.6","","35.8","","0.0","","35.8","","","",,"",,""
"1919-09","1919","09","20.5","","9.1","","14.8","","28.9","","1.7","","63.8","","0.0","","63.8","","","",,"",,""
"1919-10","1919","10","12.3","","3.1","","7.7","","23.9","","-3.9","","124.7","","0.0","","124.7","","","",,"",,""
"1919-11","1919","11","3.0","","-3.8","","-0.4","","14.4","","-15.6","","55.6","","13.5","","69.1","","","",,"",,""
"1919-12","1919","12","-4.9","","-14.6","","-9.8","","6.7","","-27.2","","3.0","","23.9","","26.9","","","",,"",,""
"1920-01","1920","01","-11.1","","-22.3","","-16.7","","1.1","","-33.9","","0.0","","76.5","","76.5","","","",,"",,""
"1920-02","1920","02","-5.4","","-16.1","","-10.8","","0.6","S","-31.7","","0.0","","55.9","","55.9","","","",,"",,""
"1920-03","1920","03","3.2","","-7.2","","-2.0","","17.8","","-26.7","","36.1","","24.9","","61.0","","","",,"",,""
"1920-04","1920","04","9.3","","-0.1","","4.6","","20.0","","-7.8","","102.1","","5.1","","107.2","","","",,"",,""
"1920-05","1920","05","20.8","","6.4","","13.6","","30.0","S","1.1","S","8.4","","0.0","","8.4","","","",,"",,""
"1920-06","1920","06","25.2","","12.8","","19.0","","33.3","","6.1","","82.6","","0.0","","82.6","","","",,"",,""
"1920-07","1920","07","24.3","","13.2","","18.8","","31.7","","7.2","S","91.7","","0.0","","91.7","","","",,"",,""
"1920-08","1920","08","26.9","","14.6","","20.8","","34.4","","8.9","","71.4","","0.0","","71.4","","","",,"",,""
"1920-09","1920","09","22.0","","10.3","","16.2","","30.0","","-0.6","","104.1","","0.0","","104.1","","","",,"",,""
"1920-10","1920","10","15.9","","5.6","","10.8","","22.8","","-1.7","","71.6","","0.0","","71.6","","","",,"",,""
"1920-11","1920","11","2.6","","-3.8","","-0.6","","10.6","","-11.1","","44.5","","19.1","","63.5","","","",,"",,""
"1920-12","1920","12","-2.8","","-9.2","","-6.0","","4.4","","-22.8","","68.1","","36.6","","104.6","","","",,"",,""
"1921-01","1921","01","-3.8","","-13.6","","-8.7","","5.6","","-30.0","","14.0","","32.5","","46.5","","","",,"",,""
"1921-02","1921","02","-2.9","","-12.7","","-7.8","","5.0","","-22.8","","6.6","","34.0","","40.6","","","",,"",,""
"1921-03","1921","03","4.7","","-4.6","","0.1","","21.7","","-18.3","","105.7","","13.2","","118.9","","","",,"",,""
"1921-04","1921","04","14.2","","2.3","","8.3","","25.6","","-7.2","","52.3","","6.4","","58.7","","","",,"",,""
"1921-05","1921","05","22.2","","8.9","","15.6","","35.0","","2.2","","69.3","","0.0","","69.3","","","",,"",,""
"1921-06","1921","06","27.2","","12.3","","19.8","","36.7","","5.6","S","97.0","","0.0","","97.0","","","",,"",,""
"1921-07","1921","07","31.4","","18.5","","25.0","","37.8","","11.7","","63.5","","0.0","","63.5","","","",,"",,""
"1921-08","1921","08","25.8","","12.8","","19.3","","31.7","S","8.3","S","68.3","","0.0","","68.3","","","",,"",,""
"1921-09","1921","09","24.1","","10.6","","17.4","","33.3","","4.4","","43.4","","0.0","","43.4","","","",,"",,""
"1921-10","1921","10","12.1","","3.3","","7.7","","21.7","","-4.4","","116.1","","0.0","","116.1","","","",,"",,""
"1921-11","1921","11","1.2","","-5.2","","-2.0","","16.7","","-12.8","S","21.3","","56.6","","78.0","","","",,"",,""
"1921-12","1921","12","-4.0","","-11.9","","-8.0","","6.7","","-25.6","","37.3","","32.0","","69.3","","","",,"",,""
"1922-01","1922","01","-5.8","","-16.9","","-11.4","","2.8","S","-28.9","","1.5","","41.4","","42.9","","","",,"",,""
"1922-02","1922","02","-4.9","","-14.4","","-9.7","","3.9","S","-30.0","","9.1","","53.1","","62.2","","","",,"",,""
"1922-03","1922","03","2.0","","-6.8","","-2.4","","9.4","","-20.6","","36.1","","16.8","","52.8","","","",,"",,""
"1922-04","1922","04","11.7","","0.6","","6.2","","22.2","","-5.0","","71.1","","26.7","","97.8","","","",,"",,""
"1922-05","1922","05","22.4","","8.7","","15.6","","29.4","S","-1.1","","47.5","","0.0","","47.5","","","",,"",,""
"1922-06","1922","06","23.9","","12.8","","18.4","","32.8","","5.0","","132.6","","0.0","","132.6","","","",,"",,""
"1922-07","1922","07","27.6","","14.3","","21.0","","32.2","S","8.9","","50.3","","0.0","","50.3","","","",,"",,""
"1922-08","1922","08","25.6","","12.8","","19.2","","34.4","S","5.6","","56.9","","0.0","","56.9","","","",,"",,""
"1922-09","1922","09","23.4","","9.6","","16.5","","32.2","","-1.1","","42.7","","0.0","","42.7","","","",,"",,""
"1922-10","1922","10","11.8","","2.2","","7.0","","27.8","","-8.9","","83.6","","5.1","","88.6","","","",,"",,""
"1922-11","1922","11","4.7","","-1.7","","1.5","","12.8","","-8.9","","33.8","","11.4","","45.2","","","",,"",,""
"1922-12","1922","12","-3.9","","-12.5","","-8.2","","12.2","","-24.4","","12.2","","35.3","","47.5","","","",,"",,""
"1923-01","1923","01","-7.8","","-17.9","","-12.9","","3.3","","-27.2","","10.2","","82.0","","92.2","","","",,"",,""
"1923-02","1923","02","-7.7","","-19.1","","-13.4","","1.7","","-36.1","","0.0","","59.7","","59.7","","","",,"",,""
"1923-03","1923","03","-2.7","","-12.7","","-7.7","","6.7","","-25.0","","12.2","","62.7","","74.9","","","",,"",,""
"1923-04","1923","04","8.8","","-1.8","","3.5","","27.2","","-20.6","","62.2","","3.8","","66.0","","","",,"",,""
"1923-05","1923","05","18.4","","4.8","","11.6","","29.4","","-3.9","","63.8","","0.0","T","63.8","","","",,"",,""
"1923-06","1923","06","25.8","","12.3","","19.1","","35.0","","4.4","","123.7","","0.0","","123.7","","","",,"",,""
"1923-07","1923","07","25.8","","13.6","","19.7","","32.2","S","8.3","","89.2","","0.0","","89.2","","","",,"",,""
"1923-08","1923","08","24.5","","11.8","","18.2","","31.1","S","4.4","","77.7","","0.0","","77.7","","","",,"",,""
"1923-09","1923","09","20.6","","9.9","","15.3","","26.7","","1.7","S","46.7","","0.0","","46.7","","","",,"",,""
"1923-10","1923","10","13.3","","2.8","","8.1","","21.7","","-5.6","","90.7","","0.0","T","90.7","","","",,"",,""
"1923-11","1923","11","4.6","","-1.3","","1.7","","11.7","","-7.2","","73.4","","6.4","","79.8","","","",,"",,""
"1923-12","1923","12","1.3","","-5.1","","-1.9","","12.8","","-20.6","","46.7","","30.0","","76.7","","","",,"",,""
"1924-01","1924","01","-4.8","","-17.2","","-11.0","","7.2","","-34.4","","33.0","","105.4","","138.4","","","",,"",,""
"1924-02","1924","02","-7.7","","-17.9","","-12.8","","-1.1","","-24.4","S","0.0","T","70.1","","70.1","","","",,"",,""
"1924-03","1924","03","2.2","","-5.4","","-1.6","","10.0","","-16.1","","7.9","","16.0","","23.9","","","",,"",,""
"1924-04","1924","04","9.9","","-0.2","","4.9","","23.3","","-10.6","","85.3","","18.5","","103.9","","","",,"",,""
"1924-05","1924","05","14.8","","4.7","","9.8","","21.1","","-2.8","","99.1","","0.0","T","99.1","","","",,"",,""
"1924-06","1924","06","24.4","","10.9","","17.7","","30.6","S","4.4","","63.8","","0.0","","63.8","","","",,"",,""
"1924-07","1924","07","25.9","","11.8","","18.9","","35.0","","4.4","S","99.8","","0.0","","99.8","","","",,"",,""
"1924-08","1924","08","24.1","","12.3","","18.2","","31.1","","5.0","S","88.4","","0.0","","88.4","","","",,"",,""
"1924-09","1924","09","19.7","","7.3","","13.5","","30.6","","-0.6","","117.6","","0.0","","117.6","","","",,"",,""
"1924-10","1924","10","15.8","","1.9","","8.9","","22.8","","-2.2","S","6.4","","0.0","","6.4","","","",,"",,""
"1924-11","1924","11","7.3","","-2.7","","2.3","","18.9","","-15.6","","33.8","","8.1","","41.9","","","",,"",,""
"1924-12","1924","12","-4.6","","-14.2","","-9.4","","8.3","","-30.0","S","16.8","","22.4","","39.1","","","",,"",,""
"1925-01","1925","01","-8.7","","-20.6","","-14.7","","2.8","","-37.8","","0.0","","75.7","","75.7","","","",,"",,""
"1925-02","1925","02","-1.1","","-11.1","","-6.1","","6.1","","-23.9","","67.3","","22.1","","89.4","","","",,"",,""
"1925-03","1925","03","4.1","","-6.3","","-1.1","","14.4","","-25.0","","50.8","","37.8","","88.6","","","",,"",,""
"1925-04","1925","04","13.0","","-0.3","","6.4","","25.6","","-6.7","","11.7","","8.9","","20.6","","","",,"",,""
"1925-05","1925","05","17.2","","3.7","","10.5","","25.6","","-2.2","","65.8","","0.0","T","65.8","","","",,"",,""
"1925-06","1925","06","24.9","","12.3","","18.6","","33.9","S","3.9","","95.3","","0.0","","95.3","","","",,"",,""
"1925-07","1925","07","24.9","","11.9","","18.4","","30.0","","4.4","","105.4","","0.0","","105.4","","","",,"",,""
"1925-08","1925","08","27.4","","12.1","","19.8","","32.8","","2.8","","26.4","","0.0","","26.4","","","",,"",,""
"1925-09","1925","09","20.6","","8.6","","14.6","","28.9","","-1.7","","155.4","","0.0","","155.4","","","",,"",,""
"1925-10","1925","10","8.7","","-0.8","","4.0","","16.1","","-11.7","","59.9","","3.3","","63.2","","","",,"",,""
"1925-11","1925","11","4.0","","-3.9","","0.1","","12.8","","-23.9","","78.5","","10.4","","88.9","","","",,"",,""
"1925-12","1925","12","-3.6","","-11.6","","-7.6","","6.1","","-28.9","","30.7","","40.4","","71.1","","","",,"",,""
"1926-01","1926","01","-5.0","","-15.6","","-10.3","","3.9","","-31.1","","24.1","","37.3","","61.5","","","",,"",,""
"1926-02","1926","02","-5.1","","-17.4","","-11.3","","2.8","","-31.1","","1.8","","58.4","","60.2","","","",,"",,""
